Student_ID,Date,Attendance_Status,Subject
S00096,2024-12-27,PRESENT ,Computer Networks
S00136,2024-12-08,excused,Artificial Intelligence Lab
S00137,2024-07-05,Present,Database Management Systems
S00080,2025-03-08,PRESENT ,Operating Systems
S00018,2024-05-25,absnt,Database Management Systems
S00145,2025-02-15,Absent,Machine Learning
S00048,2024-10-04,Absent,Software Engineering Lab
S00040,2024-09-09, late,Database Management Systems
S00009,2025-02-20,Absent,Artificial Intelligence Lab
S00074,2024-03-09,Present,Operating Systems
S00128,2024-11-26,Present,Computer Networks
S00020,2024-12-27,left early,Database Management Systems
S00013,2024-04-29,Absent,Machine Learning
S00071,2024-03-10,absnt,Software Engineering Lab
S00066,2024-06-05,left early,Database Management Systems
S00117,2024-03-19,Present,Artificial Intelligence Lab
S00044,2024-05-26,excused,Database Management Systems
S00044,2024-12-26,Late,Software Engineering Lab
S00084,2024-05-12,PRESENT ,Artificial Intelligence Lab
S00124,2025-02-14,left early,Machine Learning
S00052,2024-04-08,Present,Artificial Intelligence Lab
S00077,2025-03-02,PRESENT ,Mathematics for Computing
S00121,2024-11-15,absnt,Artificial Intelligence Lab
S00138,2024-10-15,Present,Software Engineering Lab
S00106,2024-09-01,PRESENT ,Mathematics for Computing
S00015,2024-06-24,excused,Software Engineering Lab
S00001,2024-07-06, late,Database Management Systems
S00146,2024-05-23,Late,Database Management Systems
S00136,2025-03-01,PRESENT ,Artificial Intelligence Lab
S00109,2024-07-04,Absent,Database Management Systems
S00049,2025-02-19,left early,Machine Learning
S00077,2024-09-01,Present,Computer Networks
S00030,2024-08-03,left early,Database Management Systems
S00118,2024-08-14,Absent,Operating Systems
S00058,2024-06-14,Present,Operating Systems
S00062,2024-11-21,excused,Machine Learning
S00060,2024-03-14,absnt,Artificial Intelligence Lab
S00126,2025-01-12,left early,Artificial Intelligence Lab
S00027,2025-02-24,left early,Software Engineering Lab
S00124,2024-09-15, late,Machine Learning
S00062,2024-10-02,Late,Artificial Intelligence Lab
S00127,2024-10-23, late,Operating Systems
S00056,2025-01-13, late,Database Management Systems
S00092,2024-12-22,Late,Mathematics for Computing
S00085,2024-07-22,Late,Artificial Intelligence Lab
S00120,2025-03-08,PRESENT ,Machine Learning
S00097,2024-11-28,excused,Database Management Systems
S00099,2025-01-11,excused,Artificial Intelligence Lab
S00081,2024-03-12,PRESENT ,Computer Networks
S00070,2024-03-19,Late,Mathematics for Computing
S00088,2024-10-02,excused,Database Management Systems
S00036,2024-03-30,left early,Software Engineering Lab
S00104,2024-11-19,PRESENT ,Machine Learning
S00119,2024-07-20,absnt,Database Management Systems
S00146,2024-06-01,left early,Machine Learning
S00044,2024-06-20,Present,Machine Learning
S00019,2024-10-18,excused,Operating Systems
S00054,2024-06-27,Absent,Database Management Systems
S00115,2024-06-28,Present,Software Engineering Lab
S00104,2024-11-12,Present,Mathematics for Computing
S00062,2024-08-02,Absent,Artificial Intelligence Lab
S00087,2024-07-01,Late,Software Engineering Lab
S00007,2024-10-14,absnt,Database Management Systems
S00010,2024-08-07,excused,Software Engineering Lab
S00091,2025-01-12,absnt,Database Management Systems
S00142,2024-09-30,Absent,Computer Networks
S00061,2024-11-29,PRESENT ,Operating Systems
S00099,2025-02-04,excused,Software Engineering Lab
S00121,2024-04-22,PRESENT ,Mathematics for Computing
S00083,2024-10-26,PRESENT ,Computer Networks
S00057,2024-03-10,excused,Mathematics for Computing
S00016,2025-02-14,left early,Artificial Intelligence Lab
S00062,2024-09-03,Late,Software Engineering Lab
S00028,2024-04-06,left early,Computer Networks
S00072,2024-07-03,excused,Software Engineering Lab
S00059,2025-02-25,excused,Artificial Intelligence Lab
S00055,2024-09-11, late,Mathematics for Computing
S00099,2025-03-03,PRESENT ,Software Engineering Lab
S00120,2024-04-08,Late,Software Engineering Lab
S00026,2024-12-15,absnt,Operating Systems
S00016,2024-07-30,left early,Artificial Intelligence Lab
S00117,2024-12-08,Present,Artificial Intelligence Lab
S00051,2024-08-30,Absent,Operating Systems
S00032,2024-04-20,absnt,Computer Networks
S00122,2025-02-17,Late,Database Management Systems
S00032,2025-01-27, late,Artificial Intelligence Lab
S00072,2024-09-30,Present,Computer Networks
S00018,2025-03-08,PRESENT ,Software Engineering Lab
S00087,2024-04-01,PRESENT ,Machine Learning
S00098,2024-11-23,excused,Software Engineering Lab
S00051,2024-07-19,Absent,Software Engineering Lab
S00004,2024-04-23,PRESENT ,Software Engineering Lab
S00063,2024-09-08, late,Artificial Intelligence Lab
S00093,2024-07-25,excused,Computer Networks
S00008,2024-10-20,Late,Database Management Systems
S00109,2024-10-30,Present,Computer Networks
S00138,2024-06-07,excused,Operating Systems
S00119,2024-11-09,excused,Machine Learning
S00150,2024-11-21,Absent,Computer Networks
S00010,2024-05-29,PRESENT ,Artificial Intelligence Lab
S00042,2024-09-19,PRESENT ,Software Engineering Lab
S00147,2024-06-26,Late,Mathematics for Computing
S00118,2024-03-13,Late,Artificial Intelligence Lab
S00138,2024-07-20,PRESENT ,Mathematics for Computing
S00110,2024-09-29,Late,Software Engineering Lab
S00002,2024-10-02,Present,Database Management Systems
S00101,2024-03-25,Present,Operating Systems
S00085,2024-04-02,Present,Computer Networks
S00046,2025-02-05, late,Software Engineering Lab
S00030,2024-04-22,Absent,Operating Systems
S00049,2024-08-11,PRESENT ,Computer Networks
S00059,2024-06-18,absnt,Operating Systems
S00014,2024-10-29,Present,Computer Networks
S00117,2024-06-02,PRESENT ,Operating Systems
S00046,2025-02-17,Absent,Machine Learning
S00022,2024-07-15,Late,Database Management Systems
S00107,2024-11-02,absnt,Artificial Intelligence Lab
S00104,2025-01-16,absnt,Computer Networks
S00011,2024-08-29,excused,Operating Systems
S00042,2024-04-09,Late,Artificial Intelligence Lab
S00106,2024-12-30,Absent,Artificial Intelligence Lab
S00134,2024-09-19,absnt,Database Management Systems
S00077,2024-11-20,Absent,Artificial Intelligence Lab
S00023,2024-07-20,Present,Computer Networks
S00073,2024-05-28,PRESENT ,Artificial Intelligence Lab
S00038,2024-10-23,PRESENT ,Artificial Intelligence Lab
S00124,2024-04-17,left early,Software Engineering Lab
S00065,2024-08-04,Absent,Artificial Intelligence Lab
S00043,2024-05-24,excused,Software Engineering Lab
S00025,2024-11-21,Present,Machine Learning
S00080,2024-10-08,absnt,Artificial Intelligence Lab
S00107,2025-01-24,Present,Computer Networks
S00030,2024-07-25,PRESENT ,Artificial Intelligence Lab
S00017,2024-11-03,Present,Operating Systems
S00054,2024-12-03,absnt,Machine Learning
S00108,2024-12-16,absnt,Machine Learning
S00094,2024-04-20,Absent,Operating Systems
S00094,2024-12-28,Late,Machine Learning
S00139,2024-05-13,Late,Machine Learning
S00091,2024-10-15,PRESENT ,Operating Systems
S00028,2024-08-11,Present,Database Management Systems
S00004,2024-05-06,Late,Database Management Systems
S00007,2024-03-24,excused,Artificial Intelligence Lab
S00078,2024-04-14,excused,Operating Systems
S00040,2025-03-07,Absent,Database Management Systems
S00086,2024-11-24,Absent,Mathematics for Computing
S00017,2024-06-29,Present,Computer Networks
S00042,2024-08-28,Present,Database Management Systems
S00069,2024-03-11, late,Operating Systems
S00143,2024-11-05,excused,Database Management Systems
S00068,2024-09-04,absnt,Mathematics for Computing
S00006,2024-08-29,left early,Computer Networks
S00024,2024-05-19,left early,Operating Systems
S00032,2024-12-20,Late,Mathematics for Computing
S00079,2024-09-12,Absent,Mathematics for Computing
S00106,2024-07-17,Absent,Operating Systems
S00129,2024-05-23,Late,Operating Systems
S00078,2024-10-12,PRESENT ,Software Engineering Lab
S00030,2024-12-11, late,Artificial Intelligence Lab
S00022,2024-05-01,PRESENT ,Computer Networks
S00016,2024-04-17,Present,Operating Systems
S00108,2024-03-18,absnt,Machine Learning
S00094,2024-12-17,excused,Mathematics for Computing
S00027,2024-05-31,Present,Computer Networks
S00042,2024-05-14,Present,Computer Networks
S00035,2024-03-15,Present,Software Engineering Lab
S00012,2024-09-24,Present,Machine Learning
S00062,2024-08-11,PRESENT ,Operating Systems
S00060,2025-01-02, late,Mathematics for Computing
S00015,2024-04-22,PRESENT ,Artificial Intelligence Lab
S00031,2024-04-01,left early,Mathematics for Computing
S00122,2024-09-18,Absent,Software Engineering Lab
S00020,2025-02-28,left early,Computer Networks
S00067,2024-08-06,Present,Computer Networks
S00018,2024-12-06,absnt,Mathematics for Computing
S00014,2024-08-04,Present,Machine Learning
S00073,2024-03-11,Absent,Software Engineering Lab
S00076,2025-03-06,absnt,Mathematics for Computing
S00001,2024-03-12,PRESENT ,Software Engineering Lab
S00073,2024-04-02,Absent,Mathematics for Computing
S00031,2024-12-04,Present,Mathematics for Computing
S00089,2024-08-18,Late,Mathematics for Computing
S00148,2024-09-13,Absent,Operating Systems
S00077,2024-08-16,left early,Computer Networks
S00052,2024-08-28,absnt,Mathematics for Computing
S00086,2024-06-20,absnt,Machine Learning
S00138,2024-06-16,PRESENT ,Database Management Systems
S00080,2025-02-09,excused,Artificial Intelligence Lab
S00020,2024-11-03,Absent,Database Management Systems
S00088,2024-10-18, late,Software Engineering Lab
S00149,2024-08-05, late,Database Management Systems
S00072,2024-07-06, late,Operating Systems
S00132,2024-07-20,Late,Operating Systems
S00019,2024-07-17,Absent,Software Engineering Lab
S00072,2024-12-06,absnt,Mathematics for Computing
S00116,2024-08-03,excused,Computer Networks
S00029,2024-08-06,left early,Operating Systems
S00125,2024-12-04,PRESENT ,Software Engineering Lab
S00132,2024-12-11,PRESENT ,Computer Networks
S00046,2024-06-24, late,Database Management Systems
S00084,2024-12-18,Present,Mathematics for Computing
S00109,2024-08-11,absnt,Mathematics for Computing
S00134,2024-11-08,PRESENT ,Software Engineering Lab
S00117,2024-07-31,PRESENT ,Software Engineering Lab
S00111,2025-02-12,left early,Mathematics for Computing
S00099,2024-08-28,PRESENT ,Machine Learning
S00008,2024-08-24,excused,Software Engineering Lab
S00150,2024-06-24,Present,Machine Learning
S00105,2024-09-24,Present,Machine Learning
S00144,2024-11-08,excused,Operating Systems
S00140,2024-04-29,Present,Software Engineering Lab
S00044,2024-04-02,absnt,Software Engineering Lab
S00105,2024-09-29,absnt,Database Management Systems
S00103,2024-05-30, late,Database Management Systems
S00144,2024-10-02,excused,Operating Systems
S00104,2024-06-16,excused,Computer Networks
S00024,2024-03-15,Absent,Database Management Systems
S00025,2024-12-11,Absent,Artificial Intelligence Lab
S00034,2025-01-30,Absent,Computer Networks
S00091,2024-12-24,Present,Machine Learning
S00069,2025-02-06,left early,Database Management Systems
S00117,2024-11-24,Absent,Software Engineering Lab
S00090,2024-06-06,absnt,Computer Networks
S00061,2024-04-17,Late,Mathematics for Computing
S00038,2024-06-22,absnt,Artificial Intelligence Lab
S00135,2025-03-02,Absent,Database Management Systems
S00076,2024-10-17, late,Computer Networks
S00041,2024-12-06,Late,Operating Systems
S00049,2025-03-09,excused,Machine Learning
S00040,2024-09-06,left early,Software Engineering Lab
S00076,2024-11-24, late,Mathematics for Computing
S00015,2024-11-28, late,Mathematics for Computing
S00020,2024-06-07,Present,Software Engineering Lab
S00015,2025-02-01,Late,Mathematics for Computing
S00033,2024-07-26,Absent,Computer Networks
S00071,2024-05-26,excused,Mathematics for Computing
S00149,2024-12-29,Absent,Operating Systems
S00129,2024-05-21, late,Software Engineering Lab
S00037,2025-02-07,excused,Operating Systems
S00036,2024-06-19,left early,Computer Networks
S00129,2024-04-21,excused,Computer Networks
S00101,2024-06-18,absnt,Computer Networks
S00069,2024-11-13,PRESENT ,Database Management Systems
S00004,2024-08-15,Late,Machine Learning
S00106,2024-05-10,absnt,Operating Systems
S00150,2024-11-27,Present,Mathematics for Computing
S00056,2024-06-06,Present,Machine Learning
S00039,2024-04-10,Present,Operating Systems
S00017,2024-08-29,excused,Computer Networks
S00027,2024-07-17,Present,Software Engineering Lab
S00122,2024-12-05,absnt,Database Management Systems
S00049,2024-12-24,absnt,Mathematics for Computing
S00022,2024-04-27,Late,Computer Networks
S00027,2025-01-20,Absent,Database Management Systems
S00106,2025-01-16,PRESENT ,Mathematics for Computing
S00069,2024-06-07, late,Artificial Intelligence Lab
S00059,2024-06-08,PRESENT ,Database Management Systems
S00021,2024-07-11,absnt,Operating Systems
S00001,2024-06-26,left early,Computer Networks
S00069,2024-05-04,Present,Database Management Systems
S00138,2024-07-06,Present,Mathematics for Computing
S00078,2024-08-23,excused,Software Engineering Lab
S00121,2024-07-23,excused,Database Management Systems
S00042,2024-10-11,left early,Machine Learning
S00053,2024-08-25,Present,Software Engineering Lab
S00085,2024-10-19,Present,Software Engineering Lab
S00141,2024-04-26,Late,Machine Learning
S00062,2024-09-09,Late,Mathematics for Computing
S00121,2024-05-06,left early,Database Management Systems
S00093,2024-11-05,Absent,Artificial Intelligence Lab
S00064,2024-10-21,excused,Operating Systems
S00062,2025-01-18,left early,Artificial Intelligence Lab
S00145,2024-12-21,PRESENT ,Mathematics for Computing
S00032,2025-02-18,PRESENT ,Database Management Systems
S00030,2024-11-21,PRESENT ,Database Management Systems
S00140,2024-10-11,Late,Database Management Systems
S00029,2025-01-02,Absent,Mathematics for Computing
S00021,2025-01-20,left early,Computer Networks
S00092,2024-10-27,Present,Database Management Systems
S00063,2024-06-26, late,Software Engineering Lab
S00023,2024-10-06,absnt,Machine Learning
S00103,2025-02-03,Present,Operating Systems
S00035,2024-05-02,excused,Computer Networks
S00117,2024-10-15,excused,Software Engineering Lab
S00103,2024-05-30,Late,Operating Systems
S00096,2024-10-21,excused,Mathematics for Computing
S00034,2024-06-11, late,Operating Systems
S00128,2024-05-25,left early,Software Engineering Lab
S00127,2024-06-12,Present,Database Management Systems
S00063,2024-09-16,Absent,Operating Systems
S00098,2024-09-18,excused,Operating Systems
S00064,2024-12-12,Present,Artificial Intelligence Lab
S00041,2024-12-20,absnt,Software Engineering Lab
S00127,2025-01-15,Present,Artificial Intelligence Lab
S00090,2024-11-17,PRESENT ,Software Engineering Lab
S00115,2024-12-12,Late,Computer Networks
S00021,2024-05-16,Present,Computer Networks
S00020,2024-12-07,absnt,Operating Systems
S00004,2024-12-08,Absent,Computer Networks
S00146,2024-05-30,Absent,Database Management Systems
S00057,2024-05-14,left early,Database Management Systems
S00060,2024-03-20,left early,Machine Learning
S00049,2025-01-24, late,Database Management Systems
S00101,2024-07-23,excused,Software Engineering Lab
S00109,2025-03-09, late,Software Engineering Lab
S00113,2024-03-27,left early,Software Engineering Lab
S00061,2024-12-05,left early,Mathematics for Computing
S00089,2025-01-13,Absent,Computer Networks
S00045,2024-08-01,absnt,Database Management Systems
S00003,2024-10-09, late,Software Engineering Lab
S00144,2024-04-25,Present,Software Engineering Lab
S00106,2024-11-11,excused,Artificial Intelligence Lab
S00129,2024-07-14,Absent,Operating Systems
S00015,2024-10-21, late,Software Engineering Lab
S00136,2025-01-29,Late,Operating Systems
S00127,2024-09-18,Late,Database Management Systems
S00010,2025-01-13, late,Operating Systems
S00060,2025-01-23,PRESENT ,Database Management Systems
S00012,2025-01-05,Present,Artificial Intelligence Lab
S00018,2024-12-28, late,Machine Learning
S00115,2024-05-27,Absent,Machine Learning
S00024,2025-02-08,Absent,Artificial Intelligence Lab
S00149,2024-10-02,left early,Software Engineering Lab
S00068,2024-05-12,excused,Mathematics for Computing
S00059,2025-01-19,absnt,Mathematics for Computing
S00144,2024-07-17,absnt,Computer Networks
S00077,2024-04-29,Present,Operating Systems
S00098,2025-01-25, late,Computer Networks
S00122,2024-05-26,Present,Operating Systems
S00145,2025-01-27,Absent,Software Engineering Lab
S00061,2024-12-29,left early,Operating Systems
S00016,2025-02-14,left early,Computer Networks
S00051,2024-11-20,excused,Artificial Intelligence Lab
S00097,2024-12-10,Late,Machine Learning
S00026,2024-09-02,left early,Computer Networks
S00063,2024-10-07,Absent,Computer Networks
S00059,2024-10-11,Absent,Artificial Intelligence Lab
S00112,2024-04-29,Present,Computer Networks
S00121,2024-07-02,left early,Operating Systems
S00050,2025-02-19,absnt,Computer Networks
S00038,2024-07-26,Absent,Database Management Systems
S00097,2024-12-23,excused,Mathematics for Computing
S00059,2024-09-12,Late,Operating Systems
S00129,2024-12-21,Present,Software Engineering Lab
S00117,2025-01-17,Absent,Mathematics for Computing
S00015,2024-07-11,Late,Artificial Intelligence Lab
S00137,2024-07-05, late,Computer Networks
S00126,2024-06-16,excused,Mathematics for Computing
S00140,2024-09-18, late,Artificial Intelligence Lab
S00007,2025-01-21,absnt,Software Engineering Lab
S00121,2024-07-23,Present,Machine Learning
S00012,2024-09-28,absnt,Database Management Systems
S00030,2025-01-25, late,Software Engineering Lab
S00107,2025-01-09,PRESENT ,Computer Networks
S00043,2024-06-20,left early,Machine Learning
S00009,2024-10-13,left early,Artificial Intelligence Lab
S00018,2024-07-15,PRESENT ,Machine Learning
S00042,2024-07-08,Absent,Artificial Intelligence Lab
S00097,2024-08-20,Present,Software Engineering Lab
S00044,2024-06-29,absnt,Database Management Systems
S00130,2024-05-04,left early,Software Engineering Lab
S00037,2024-12-25,left early,Artificial Intelligence Lab
S00049,2024-05-01,Present,Artificial Intelligence Lab
S00044,2024-07-27, late,Database Management Systems
S00014,2024-08-27,PRESENT ,Mathematics for Computing
S00022,2025-02-06,left early,Mathematics for Computing
S00099,2024-07-03,Present,Mathematics for Computing
S00056,2024-05-28,absnt,Machine Learning
S00042,2024-10-25,Late,Machine Learning
S00042,2024-10-29,Absent,Mathematics for Computing
S00082,2024-07-08,left early,Software Engineering Lab
S00150,2025-02-01,Late,Artificial Intelligence Lab
S00070,2024-08-17,Present,Database Management Systems
S00037,2024-07-27,Late,Computer Networks
S00133,2024-11-06,Present,Operating Systems
S00103,2024-10-25,Late,Software Engineering Lab
S00135,2024-03-09,absnt,Artificial Intelligence Lab
S00077,2025-02-18,left early,Machine Learning
S00009,2024-12-06,excused,Machine Learning
S00043,2024-06-01,Absent,Artificial Intelligence Lab
S00074,2024-09-28,absnt,Operating Systems
S00019,2024-09-12,Absent,Software Engineering Lab
S00072,2024-11-26,Absent,Database Management Systems
S00103,2024-07-03,excused,Artificial Intelligence Lab
S00043,2024-12-18,left early,Artificial Intelligence Lab
S00093,2024-12-12,absnt,Artificial Intelligence Lab
S00007,2024-03-14, late,Mathematics for Computing
S00086,2024-08-29, late,Operating Systems
S00136,2024-10-18,left early,Mathematics for Computing
S00081,2024-07-03,absnt,Software Engineering Lab
S00046,2024-06-22,Present,Artificial Intelligence Lab
S00133,2024-10-21, late,Machine Learning
S00091,2024-06-29,PRESENT ,Computer Networks
S00083,2024-05-12, late,Database Management Systems
S00002,2024-05-06,absnt,Software Engineering Lab
S00149,2024-09-21,left early,Mathematics for Computing
S00044,2024-05-18,excused,Machine Learning
S00089,2024-09-08,Absent,Database Management Systems
S00035,2024-10-10,Absent,Machine Learning
S00066,2024-10-03,excused,Computer Networks
S00087,2024-12-18, late,Computer Networks
S00136,2024-07-25,left early,Artificial Intelligence Lab
S00056,2024-11-27,Absent,Machine Learning
S00113,2024-12-30,excused,Database Management Systems
S00102,2024-09-22,left early,Artificial Intelligence Lab
S00149,2024-12-23,absnt,Machine Learning
S00070,2024-05-09,left early,Mathematics for Computing
S00003,2024-12-18, late,Mathematics for Computing
S00045,2024-06-02,absnt,Operating Systems
S00019,2024-04-30,PRESENT ,Software Engineering Lab
S00024,2024-05-16,Late,Software Engineering Lab
S00066,2024-04-30,Absent,Computer Networks
S00038,2024-04-03,absnt,Software Engineering Lab
S00057,2025-02-28,excused,Machine Learning
S00149,2024-11-23,left early,Database Management Systems
S00038,2024-08-24,excused,Software Engineering Lab
S00144,2024-05-05,PRESENT ,Software Engineering Lab
S00075,2024-10-12,absnt,Database Management Systems
S00057,2024-12-10,absnt,Database Management Systems
S00047,2024-10-13,Absent,Machine Learning
S00074,2024-05-17,Absent,Artificial Intelligence Lab
S00113,2024-11-04,Present,Computer Networks
S00029,2024-12-22,excused,Mathematics for Computing
S00128,2024-10-17,Late,Software Engineering Lab
S00144,2025-02-25,Absent,Artificial Intelligence Lab
S00021,2024-11-03,excused,Artificial Intelligence Lab
S00048,2024-12-21,absnt,Artificial Intelligence Lab
S00047,2024-10-17,Present,Artificial Intelligence Lab
S00067,2025-01-16, late,Mathematics for Computing
S00026,2024-05-26,absnt,Mathematics for Computing
S00086,2024-05-08,absnt,Database Management Systems
S00028,2024-11-09,PRESENT ,Machine Learning
S00012,2024-06-12, late,Mathematics for Computing
S00040,2024-12-30,left early,Computer Networks
S00148,2024-12-22,absnt,Operating Systems
S00039,2024-07-09,Present,Mathematics for Computing
S00079,2024-03-17,Absent,Operating Systems
S00073,2024-06-22,absnt,Mathematics for Computing
S00026,2024-09-07, late,Computer Networks
S00038,2025-02-23,excused,Machine Learning
S00009,2024-04-26,left early,Mathematics for Computing
S00017,2024-12-01,Present,Machine Learning
S00056,2024-06-21,Present,Operating Systems
S00072,2024-12-07,PRESENT ,Operating Systems
S00123,2024-04-27, late,Computer Networks
S00100,2024-08-21, late,Computer Networks
S00039,2024-11-20,Present,Computer Networks
S00077,2025-01-19,Late,Software Engineering Lab
S00061,2025-01-10,Late,Artificial Intelligence Lab
S00119,2025-01-22, late,Operating Systems
S00036,2024-06-14,Late,Computer Networks
S00048,2024-03-25,excused,Computer Networks
S00131,2024-08-09,Late,Database Management Systems
S00138,2024-08-04,excused,Artificial Intelligence Lab
S00010,2024-09-08,left early,Artificial Intelligence Lab
S00067,2024-10-24,Absent,Database Management Systems
S00108,2024-08-16, late,Software Engineering Lab
S00104,2024-06-30, late,Computer Networks
S00127,2024-05-06,absnt,Machine Learning
S00020,2024-10-13, late,Computer Networks
S00060,2024-09-28,PRESENT ,Database Management Systems
S00065,2025-01-23,PRESENT ,Machine Learning
S00145,2024-12-03, late,Mathematics for Computing
S00079,2024-09-20,PRESENT ,Machine Learning
S00058,2024-10-04,Absent,Computer Networks
S00127,2024-04-12,Late,Machine Learning
S00013,2024-11-16, late,Computer Networks
S00026,2024-12-03,absnt,Computer Networks
S00094,2024-03-09,excused,Software Engineering Lab
S00149,2024-12-10,Present,Operating Systems
S00095,2024-03-10,excused,Database Management Systems
S00013,2024-10-30, late,Software Engineering Lab
S00023,2024-10-09,Present,Mathematics for Computing
S00111,2024-06-06,left early,Computer Networks
S00073,2024-12-29,absnt,Operating Systems
S00124,2024-11-21,Absent,Computer Networks
S00055,2024-10-18,Absent,Artificial Intelligence Lab
S00076,2024-11-30,PRESENT ,Machine Learning
S00062,2024-12-19,PRESENT ,Mathematics for Computing
S00036,2025-01-29,left early,Computer Networks
S00108,2024-06-04,Present,Mathematics for Computing
S00045,2024-09-01,left early,Artificial Intelligence Lab
S00071,2024-11-05,Absent,Machine Learning
S00130,2024-08-14,absnt,Operating Systems
S00032,2024-05-27,absnt,Operating Systems
S00063,2024-10-03,excused,Computer Networks
S00061,2025-02-14,Late,Operating Systems
S00011,2024-11-12,Absent,Artificial Intelligence Lab
S00011,2025-02-16,excused,Machine Learning
S00095,2024-11-30,Present,Mathematics for Computing
S00084,2025-02-14,Late,Database Management Systems
S00043,2024-11-25,PRESENT ,Machine Learning
S00110,2024-09-03,Late,Machine Learning
S00014,2024-06-17,excused,Mathematics for Computing
S00107,2024-06-16,Late,Artificial Intelligence Lab
S00131,2024-09-19,excused,Mathematics for Computing
S00008,2024-03-25,PRESENT ,Artificial Intelligence Lab
S00081,2024-05-11,absnt,Software Engineering Lab
S00072,2024-10-15,PRESENT ,Artificial Intelligence Lab
S00132,2024-05-03,Present,Mathematics for Computing
S00094,2024-07-05,Absent,Database Management Systems
S00016,2024-10-08,PRESENT ,Computer Networks
S00058,2024-05-30,left early,Mathematics for Computing
S00037,2024-04-25,left early,Database Management Systems
S00001,2024-12-05,Late,Artificial Intelligence Lab
S00062,2024-06-24,Absent,Operating Systems
S00001,2024-05-07,Present,Mathematics for Computing
S00062,2024-07-26,Present,Artificial Intelligence Lab
S00017,2024-08-21,left early,Computer Networks
S00008,2024-11-25, late,Artificial Intelligence Lab
S00101,2024-04-16,Late,Database Management Systems
S00040,2024-09-23,PRESENT ,Machine Learning
S00001,2024-06-20,absnt,Mathematics for Computing
S00074,2024-10-02,excused,Artificial Intelligence Lab
S00043,2024-06-25,left early,Machine Learning
S00057,2024-10-19, late,Computer Networks
S00078,2024-10-19, late,Computer Networks
S00060,2024-10-20,Absent,Software Engineering Lab
S00038,2024-09-02,Present,Mathematics for Computing
S00120,2024-08-26,excused,Machine Learning
S00106,2024-07-22,excused,Mathematics for Computing
S00113,2024-11-16,excused,Artificial Intelligence Lab
S00010,2024-09-12,PRESENT ,Computer Networks
S00008,2024-10-10,Late,Computer Networks
S00062,2024-11-24, late,Computer Networks
S00044,2024-11-11, late,Operating Systems
S00055,2024-10-08,left early,Artificial Intelligence Lab
S00054,2024-06-29,PRESENT ,Artificial Intelligence Lab
S00033,2024-10-24,Present,Database Management Systems
S00067,2024-06-23,Late,Machine Learning
S00093,2024-07-28,Absent,Operating Systems
S00095,2025-01-20,excused,Operating Systems
S00064,2024-07-22, late,Artificial Intelligence Lab
S00094,2024-06-25,PRESENT ,Mathematics for Computing
S00098,2025-01-30,excused,Operating Systems
S00076,2024-10-07, late,Operating Systems
S00030,2024-05-06,excused,Software Engineering Lab
S00019,2024-08-06, late,Software Engineering Lab
S00042,2024-12-23,excused,Software Engineering Lab
S00075,2024-06-30, late,Software Engineering Lab
S00021,2024-10-25, late,Operating Systems
S00137,2025-01-27,absnt,Software Engineering Lab
S00101,2024-09-22,Absent,Artificial Intelligence Lab
S00033,2024-12-21, late,Operating Systems
S00022,2025-03-02,left early,Artificial Intelligence Lab
S00044,2024-06-19,Late,Computer Networks
S00077,2024-12-20,excused,Operating Systems
S00071,2024-10-02,left early,Database Management Systems
S00054,2024-09-21,Present,Artificial Intelligence Lab
S00013,2024-04-04,PRESENT ,Database Management Systems
S00075,2024-08-28,left early,Operating Systems
S00145,2024-04-06, late,Artificial Intelligence Lab
S00146,2024-09-21,Late,Computer Networks
S00120,2025-02-26,left early,Operating Systems
S00074,2024-07-23,excused,Computer Networks
S00081,2024-08-17,left early,Database Management Systems
S00019,2024-07-20,PRESENT ,Machine Learning
S00046,2024-06-30,left early,Mathematics for Computing
S00009,2024-04-14,Absent,Software Engineering Lab
S00106,2024-05-22,PRESENT ,Artificial Intelligence Lab
S00078,2025-02-07,Present,Software Engineering Lab
S00010,2025-01-21,absnt,Software Engineering Lab
S00067,2024-06-14,excused,Computer Networks
S00005,2024-11-24,left early,Software Engineering Lab
S00014,2024-12-25,excused,Computer Networks
S00005,2024-07-28,Late,Computer Networks
S00008,2024-10-27, late,Mathematics for Computing
S00123,2024-07-16, late,Software Engineering Lab
S00148,2024-06-22,PRESENT ,Software Engineering Lab
S00051,2024-05-28,absnt,Computer Networks
S00099,2024-11-27,Late,Operating Systems
S00082,2024-08-06,left early,Operating Systems
S00120,2024-04-20,left early,Machine Learning
S00003,2024-05-09,Absent,Computer Networks
S00103,2024-03-24,left early,Machine Learning
S00105,2024-11-04,left early,Computer Networks
S00092,2024-03-14, late,Software Engineering Lab
S00015,2024-09-06, late,Machine Learning
S00137,2025-02-20,left early,Software Engineering Lab
S00135,2025-02-12,absnt,Machine Learning
S00088,2024-08-09, late,Operating Systems
S00086,2024-08-13,absnt,Machine Learning
S00142,2025-02-22,excused,Database Management Systems
S00050,2024-03-28,excused,Machine Learning
S00135,2024-10-24,Late,Computer Networks
S00133,2024-04-01,PRESENT ,Software Engineering Lab
S00077,2024-11-27,excused,Database Management Systems
S00034,2025-02-16,Absent,Computer Networks
S00065,2024-07-23, late,Database Management Systems
S00128,2025-01-28,Late,Operating Systems
S00103,2024-06-24,Present,Mathematics for Computing
S00034,2024-10-19,Absent,Database Management Systems
S00079,2024-10-10,PRESENT ,Artificial Intelligence Lab
S00088,2024-04-28, late,Artificial Intelligence Lab
